/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_340.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_340.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_340.jpg,0,0,0,10.17114
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_417.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_417.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_417.jpg,0,0,0,10.10883
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_484.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_484.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_484.jpg,0,0,0,10.02632
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_589.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_589.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_589.jpg,0,0.313719,0,10.22255
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_663.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_663.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_663.jpg,0,0.5349723,0,10.57003
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_772.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_772.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_772.jpg,0,0.8630823,0,11.46829
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_851.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_851.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_851.jpg,0,1,0,12.25478
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_57_928.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_57_928.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_57_928.jpg,0,1,0,13.06687
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_58_002.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_58_002.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_58_002.jpg,0,1,0,14.01275
/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/center_2021_01_30_19_26_58_075.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/left_2021_01_30_19_26_58_075.jpg,/Users/yanlu/Documents/GitHub/Udacity-Self-Driving-Car-Engineer/CarND-Behavioral-Cloning-P3/data/revers/IMG/right_2021_01_30_19_26_58_075.jpg,0,1,0,14.57196
